text,bias
"austin, texas (ap)  the state bar of texas is dropping efforts to discipline republican attorney general ken paxton over allegations that his failed efforts to overturn the results of the 2020 presidential election amounted to professional misconduct. the decision, revealed wednesday in court filings, ends a yearslong attempt to potentially sanction paxton over making false claims of fraud when he filed a lawsuit that questioned democrat joe bidens victory over republican president donald trump. the move comes a month after the texas supreme court ruled that paxtons top deputy could not be sanctioned over similar accusations. a disciplinary commission for the state bar cited that december ruling in moving to drop its lawsuit against paxton. a spokesperson for the state bar of texas declined to comment thursday. spokespeople for the attorney general did not immediately respond to an email seeking comment. paxton has long attacked the accusations against him as baseless and politically motivated. the disciplinary commission accused paxton of making false claims of fraud to the u.s. supreme court in his lawsuit challenging the election. the bar association pursued its own lawsuit against paxton in 2022, and at the time, the committee said it sought to punish paxton through disciplinary action as an attorney and not as a public official. the bar complaint alleged that paxton œmisrepresented facts to the supreme court in the suit seeking to overturn bidens victory. the suit was backed by trump. the high court threw out the lawsuit.  the state bar disciplinary groups punishments against an attorney can range from a written admonition to a suspension or disbarment. the potential sanctions were among several legal clouds that had hung over paxton. last year, paxton reached a deal to end criminal accusations of securities fraud, and the texas senate in 2023 acquitted him of corruption accusations in an impeachment trial. lathan is a corps member for the associated press/report for america statehouse news initiative. report for america is a nonprofit national service program that places journalists in local newsrooms to report on undercovered issues.",1
"efforts by the u.s. forest service to fight wildfires in california shouldnt be influenced by politics, president donald trumps nominee to head the u.s. department of agriculture said thursday at her senate confirmation hearing. responding to questions from a senate panel, nominee brooke rollins also acknowledged that trumps plans for mass deportations and tariffs could create hardships for the agriculture industry, but she said his election demonstrated that the public supports such actions. trump nominated rollins, who also served in his first administration, to lead a sprawling agency that oversees farming, forestry, ranching, food quality and nutrition. if confirmed as agriculture secretary, rollins would take charge of the agency at a time when many farmers have seen their profits plunge and when the forest service is joining efforts to fight a wave of wildfires in southern california. given that trump has threatened to withhold federal disaster aid from los angeles unless california officials change how the state manages its water resources, california sen. adam schiff asked rollins if she would commit to equal treatment from the forest service. œare you committed to employing the same emergency resources to fight wildfires in blue states as would be deployed to fight wildfires in red states? schiff asked. rollins responded that she would not support discrimination against any state.  œobviously, but it bears saying since you asked, 100% yes, rollins said. œto watch the devastation in your beautiful state has been heartbreaking for all of us, no matter if were from red states or blue states. rollins, 52, is a lawyer from texas who served as domestic policy chief during trumps first term and is now the president and ceo of the american first policy institute, which has helped map out plans for the second trump administration. she graduated from texas a&m with an undergraduate degree in agricultural development and then earned her law degree at the university of texas. schiff and other democrats on the senate agriculture, nutrition, and forestry committee also asked rollins about trumps plans for mass deportations of people in the country illegally. they noted that a high percentage of those who harvest produce and work at dairies could be abruptly deported, causing a giant labor shortage. rollins said she supported trumps agenda but acknowledged it could be difficult for u.s. farmers. œthe presidents vision of a secure border and a mass deportation at a scale that matters is something i support, rollins said. even as she supported the presidents planned actions, rollins said she would support efforts to recruit more workers, such as making temporary immigrant farm worker programs more effective. œthat is my commitment, is to help president trump deploy his agenda in an effective way while at the same time defending, if confirmed as secretary of agriculture, our farmers and ranchers across this country, she said. republicans as well as democrats raised the issue of tariffs, which trump says he will impose to encourage foreign investors to bring manufacturing to the u.s. and to force other countries to make policy changes. colorado sen. michael bennet, a democrat, said farmers and ranchers see little prospect for improving their economic condition other than expanding exports. bennet implored rollins to make the case to trump that higher tariffs would devastate efforts to increase exports. rollins said she would always speak up for the needs of farmers and ranchers. œmy role is to defend, to honor, to elevate our entire agriculture community in the oval office around the table, through the interagency process and to ensure that every decision that is made in the coming four years has that front of mind as those decisions are being made, rollins said. ___",1
"washington (ap)  the supreme court on thursday revived a requirement that owners of millions of small businesses register with an arm of the treasury department charged with fighting money laundering and other financial crimes. the justices granted an emergency plea made by the justice department in the waning days of the biden administration to allow enforcement of the corporate transparency act, enacted in 2021 to crack down on the illicit use of anonymous shell companies. owners and part-owners of an estimated 32.6 million small businesses must register personal information with treasurys financial crimes enforcement network, or fincen. the information includes photo ids and home addresses. its unclear whether the trump administration will devote much effort to enforcing the registration requirement, which has been opposed by republican-led states and lawmakers, as well as conservative and business interest groups. the registration requirement was blocked by a federal judge in texas, who ruled that congress lacked the authority to pass the corporate transparency law in the first place. it was kept on hold by a panel of the 5th u.s. circuit court of appeals pending its review of the judges ruling. the supreme court action allows enforcement of the registration requirement while the texas case winds through the courts. the national small business association, which earlier challenged the reporting requirements in court, urged fincen to give businesses ample time to comply with the requirement.  œthis decision creates even more uncertainty for the millions of small businesses we represent, said nsba president and ceo todd mccracken. œi cannot stress enough what a major problem this back-and-forth is and the massive uncertainty it creates for the millions of small businesses across this country. he called on congress to delay and repeal the cta. karen kerrigan, president & ceo, small business & entrepreneurship council, said the order likely isnt the end of the œgo-stop-go story of the reporting requirement. œat this point in time and with the cloud of uncertainty still hanging over ctas legality, we are urging president trump to step in and provide immediate penalty relief for late filers, of which there are likely millions of small business owners, she said. œthe cta confusion and chaos continues, and congress really needs to step up and repeal the mandate. a coalition of labor, environmental and other progressive organizations that support the law praised the court for paving the way for its enforcement. œfor years, police and prosecutors have tried to combat a flood of dirty money associated with often violent crimes, but that cant happen if they run into a wall of shell companies and secrecy, ian gary, executive director of the fact coalition, said in a statement. œtodays order is a reminder of the urgency of opening the money trail so our law enforcement officials can crack down on criminals who abuse the system. ___",1
"atlanta (ap)  the state of georgia is seeking another supreme court showdown over the voting rights act, asking a federal appeals court on thursday to interpret the 1965 law in a way that could make it much harder to prove minority votes have been illegally diluted. a lawyer for the state on thursday asked a three-judge panel of the 11th circuit u.s. court of appeals in atlanta to overturn a lower court that required lawmakers to draw more black-majority electoral districts. georgias republican secretary of state brad raffensperger argued in court filings that the voting rights act is being misused to bolster democratic election chances and that white voters prefer republicans for nonracial reasons. representing the state in its appeal, georgia solicitor general stephen petrany said the evidence failed to prove white people vote the way they do because of race in the electoral districts republicans drew. œit is not covered when the majority simply outvotes the minority based on political polarization, petrany said. but lawyers for the federal government and the groups who sued to redraw georgias congressional and legislative maps say georgia is trying persuade the judges to make up a new, harder-to-prove standard that could hobble voting rights act lawsuits, less than two years after the u.s. supreme court turned back a separate challenge from alabama to the landmark law. abha khanna, a lawyer for some of the groups that sued to overturn the maps, said that in georgia, black voters overwhelmingly support democrats and white voters overwhelmingly support republicans.  œthe secretary cannot muster any nonracial explanation for why black and white voters in georgia have separated so neatly into separate political parties, khana said. among those defending the lower courts decision was noah bokat-lindell, an attorney with the u.s. department of justices civil rights division, who continued federal government involvement in the case thursday despite the departments new leadership under president donald trump ordering a freeze on certain civil rights litigation. the voting rights act was passed to outlaw racial discrimination in elections, including the drawing of districts in ways that effectively blocked minority groups from electing their preferred candidates. in the south, when the lines are redrawn every 10 years to reflect population changes, litigation has followed over whether legislative and congressional districts are fair to black people. in georgia, those suits produced an order to redraw georgias 14 congressional districts to create one more black-majority district on the west side of metro atlanta, as well as orders to draw additional black-majority state senate and state house districts. some democrats had hoped the federal court order would result in more gains for their party but republicans redrew maps that preserved their 9-5 advantage in congressional districts and 33-23 advantage in state senate districts. democrats picked up only two seats in the state house, cutting republicans majority in that chamber to 100-80. raffensperger argues the case was wrongly decided because the judge didnt determine that the reason for white voters behavior was racial. he pointed to the republican nomination of herschel walker, who is black, for the senate in 2022. œthe evidence is virtually undisputed that when you change the race of the candidate, the majority votes virtually the same, petrany said. œwhen you change the party of the candidate, the majority voting behavior changes drastically. that brought agreement from circuit judge barbara lagoa, a donald trump appointee who asked œisnt this the best evidence that its partisan and not racial? but sophia lakin, a lawyer for the american civil liberties union, said walkers nomination was an isolated case œthat just cannot overcome the weight of the evidence. petrany argued that much of that evidence is outdated and that georgias segregationist history no longer applies. œit cant be that the sins of the past forever taint what georgia is doing today, he said. but at least one of the judges on the panel said what happened in the past remains important. œthat just ignores the history of whats happened over 200 years in georgia, said judge robin rosenbaum, a barack obama appointee.",1
"washington (ap)  the senate on thursday confirmed john ratcliffe as cia director, president donald trumps nominee to lead americas premier spy agency and his second nominee to win senate approval. ratcliffe was director of national intelligence during trumps first term and is the first person to have held that position and the top post at the cia. the texas republican is a former federal prosecutor who emerged as a fierce trump defender while serving as a congressman during trumps first impeachment. the vote was 74-25, with many democrats voting no. at his senate hearing last week, ratcliffe said the cia must do better when it comes to using technology such as artificial intelligence to confront adversaries including russia and china. he said the united states needed to improve its intelligence capabilities while also ensuring the protection of americans civil rights. ratcliffe said he would push the cia to do more to harness technologies such as ai and quantum computing while expanding use of human intelligence collection. œwere not where were supposed to be, ratcliffe told members of the senate intelligence committee. while some democrats raised questions about ratcliffes ability to lead the cia objectively, republicans hailed his experience and said they looked forward to confirming the rest of trumps national security nominees. ratcliffe was sworn into office shortly after winning senate confirmation.  former florida sen. marco rubio was confirmed earlier this week as secretary of state, the first member of trumps cabinet. the cia director has not always been a part of a presidents cabinet, though president joe biden elevated the position to cabinet level under ratcliffes predecessor, william burns, and trumps white house lists ratcliffe as a cabinet member. trump and other republicans have criticized the work of the cia and other spy agencies, saying they have focused too much on climate change, workforce diversity and other issues. the calls for a broad overhaul have worried some current and former intelligence officials who say the changes could make the country less safe. ratcliffe has said he views china as americas greatest geopolitical rival, and that russia, iran, north korea and drug cartels, hacking gangs and terrorist organizations also pose challenges to national security. he supports the foreign intelligence surveillance act, a government spying program that allows authorities to collect without warrant the communications of non-americans outside the country. if those people are communicating with americans, those conversations can be swept up, too, which has led to questions about violations of personal rights. like other trump nominees, ratcliffe is a trump loyalist. aside from his work to defend trump during his first impeachment proceedings, ratcliffe also forcefully questioned former special counsel robert mueller when he testified before lawmakers about his investigation into russian interference in the 2016 election. as director of national intelligence, ratcliffe oversaw and coordinated the work of more than a dozen spy agencies. among other duties, the office directs efforts to detect and counter foreign efforts to influence u.s. politics. trump picked ratcliffe to serve in that position in 2019, but he quickly withdrew from consideration after lawmakers raised questions about his qualifications. he was ultimately confirmed by a sharply divided senate after trump resubmitted the nomination. in that job, ratcliffe was accused by democrats of politicizing intelligence when he declassified russian intelligence that purported to reveal information about democrats during the 2016 election even as he acknowledged the information might not be accurate. before thursdays confirmation vote democrats questioned whether ratcliffe would place his loyalty to trump ahead of the duties of the office. concerns raised by democrats earlier in the week forced the senate to postpone ratcliffes confirmation vote by two days. trumps second-term nominee for director of national intelligence, tulsi gabbard, likely faces a tougher road to confirmation. gabbard, a former democratic congresswoman from hawaii, has faced bipartisan criticism over past comments supportive of russia and 2017 meetings with then-syrian president bashar assad. gabbards confirmation hearing before the senate intelligence committee is scheduled for jan. 30.",1
"washington (ap)  a man who entered the u.s. capitol with a handgun in his possession and took a tour of the building faces weapons charges, police said thursday. the 27-year-old massachusetts man was arrested tuesday after capitol police officers found him leaving the library of congress and walking toward his car, police said in a news release. officers found a handgun concealed in his waistband, police said. nobody was hurt, and the capitol police said they found no evidence that the man œwas coming to harm the congress. a police officer who allowed the man into the capitol after searching him has been suspended pending a department investigation. security video showed the man entering the capitol through a security checkpoint. after magnetometers sounded, the officer performed a œsecondary hand search and then let him into the building, police said. the capitol police œdemands the highest standards when it comes to screening visitors, so a full review of this incident has already been ordered, as well as mandatory refresher training on security screening, so this never happens again, the department said. the man was arrested on charges including carrying a pistol without a license, possession of an unregistered firearm, illegal possession of ammunition and resisting arrest. house lawmakers whose committee oversees the capitol police said they are œseverely disappointed in the security failure and will require the department to conduct œa robust review of all visitor screening practices. œwe must ensure this never happens again, said a joint statement from the house administration committees chair, rep. bryan steil, r-wisconsin, and ranking member, rep. joe morelle, d-new york.",1
"–¶ follow live updates on president donald trumps return to washington washington (ap)  the senate advanced the nomination of pete hegseth as president donald trumps defense secretary thursday on a largely party-line vote, despite grave objections from democrats and stirring unease among republicans over his behavior and qualifications to lead the u.s. military. two republicans, sen. lisa murkowski of alaska and sen. susan collins of maine, broke ranks with trump and his allies who have mounted an extensive public campaign to push hegseth toward confirmation. the former combat veteran and fox news host faces allegations of excessive drinking and aggressive actions toward women, which he has denied. the vote was 51-49, with a final vote on confirmation expected friday. senate democratic leader chuck schumer implored his colleagues to think seriously, œis this the best man we have to lead the greatest military in the world? murkowksi, in a lengthy statement, said that his behaviors œstarkly contrast with what is expected of the military. œi remain concerned about the message that confirming mr. hegseth sends to women currently serving and those aspiring to join, murkowski wrote on social media. both murkowski and collins noted hegseths past statements that women should not fill military combat roles. he sought to temper those statements during the confirmation process. collins said that after a lengthy discussion with hegseth, œi am not convinced that his position on women serving in combat roles has changed.  collins said that while she appreciates hegseths œcourageous military service and his ongoing commitment to our service members and their families, i am concerned that he does not have the experience and perspective necessary to succeed in the job. rarely has a cabinet choice encountered such swirling allegations of wrongdoing. the outcome provides a measure of trumps power and a test for the senate as it considers the presidents other outsider cabinet picks, including robert f. kennedy, jr., for health and human services, kash patel at the fbi and tulsi gabbard for director of the office of national intelligence. republican senators, and some democrats, appear ready to give the president his team. only matt gaetz, the former congressman who was trumps initial choice for attorney general, was met with enough resistance that his nomination was withdrawn. the chairman of the senate armed services committee has dismissed the claims against hegseth as factually inaccurate. it will take a simple majority of senators to confirm hegseths nomination. most republicans, who hold a 53-seat majority in the chamber, have signaled they will back the nominee, though vice president jd vance could be called in to break a tie vote. œi am ironclad in my assessment that the nominee, mr. hegseth, is prepared to be the next secretary of defense, the chairman, sen. roger wicker, r-miss., said in a statement on the eve of voting. œthe senate needs to confirm this nominee as fast as possible. a new presidents national security nominees are often the first to be lined up for confirmation, to ensure u.s. safety at home and abroad. already the senate has overwhelmingly confirmed marco rubio as secretary of state in a unanimous vote, and confirmed john ratcliffe as cia director thursday. but hegseth stands in a category of his own amid allegations that he sexually assaulted a woman at a republican conference in california, which he has denied as a consensual encounter, and of heavy drinking at events when he led a veterans organization. ap reported thursday hegseth paid $50,000 to the woman who accused him of sexual assault in 2017, according to answers he provided to a senator during his confirmation process. separately, a new claim emerged this week in an affidavit from a former sister-in-law who claimed hegseth was abusive to his second wife to the point that she feared for her safety. hegseth has denied the allegation. in divorce proceedings, neither hegseth nor the woman claimed to be a victim of domestic abuse. schumer said thursday that hegseth is unqualified for the job. œone of the kindest words that might be used to describe mr. hegseth is erratic, and thats a term you dont want at dod, schumer said. œhe has a clear problem of judgment. a princeton and harvard-educated former combat veteran, hegseth went on to make a career at fox news, where he hosted a weekend show. trump tapped him as the defense secretary to lead an organization with nearly 2.1 million service members, about 780,000 civilians and a budget of $850 billion. during a fiery confirmation hearing, hegseth swatted away allegations of wrongdoing one by one  dismissing them as œsmears  as he displayed his military credentials and vowed to bring œwarrior culture to the top pentagon post. hegseth has promised not to drink on the job if confirmed. wicker said he had been briefed a third time on the fbi background investigation into hegseth. he said œthe allegations unfairly impugning his character do not pass scrutiny. but senators have remained doubtful of his experience and abilities and the alleged behavior that could lead to reprimand or firing for military personnel he would now be expected to lead. still, sen. joni ernst, r-iowa, herself a combat veteran and sexual assault survivor, has signaled her backing.",1
"washington (ap)  after president donald trump pardoned around 1,500 jan. 6 capitol rioters on monday, far-right activists cheered the move and said it strengthened their loyalty to him. some also borrowed from the presidents own rhetoric, calling for retribution. œwell never forget, well never forgive. you cant get rid of us, a california chapter of the far-right proud boys posted on telegram. œyou are on notice. this is not going to end well for you, read an x post from one pardoned rioter addressed to anyone still œattempting to continue to hold my brethren hostage. enrique tarrio, the former national proud boys leader whose 22-year sentence on seditious conspiracy charges was pardoned by trump, went on the podcast of conspiracy theorist alex jones after his release. œthe people who did this, they need to feel the heat, tarrio said. œwe need to find and put them behind bars for what they did. the pardons and rhetoric of retribution from some of those released this week is raising deep concern among attorneys, former federal investigators and experts who follow extremism. they worry that the indiscriminate release of everyone charged in the riots could embolden extremists and make political violence more common, including around contentious political issues such as border security and elections. œthis move doesnt just rewrite the narrative of january 6, said heidi beirich, co-founder of the global project against hate and extremism. œit sets a dangerous precedent that political violence is a legitimate tool in american democracy.  plenty of the charges filed in the sprawling investigation didnt involve violence, and many who received clemency seem ready to move on with their lives. but for some, it could become a megaphone, said michael premo, director of the documentary œhomegrown, which followed three right-wing activists, including a proud boy who participated in the riot. œthis going to build that base of support so when the next election cycle comes around ... theres the potential for trump to hold onto power or to ensure his successor comes into office, premo said. trumps sweeping clemency order on monday delivered on a campaign promise for the rioters he frequently referred to as œpatriots and œpolitical prisoners. he pardoned or vowed to dismiss the cases of nearly everyone charged in the jan. 6 riots. fourteen defendants, including several convicted of seditious conspiracy, had their sentences commuted. the order freed from prison people caught on camera viciously attacking police as well as leaders of far-right extremist groups convicted of orchestrating violent plots to stop the peaceful transfer of power after his 2020 election loss. it also pardoned rioters who had been convicted of obstructing an official proceeding and already served their terms. among them is jacob chansley, who became widely recognized for the horned fur hat he wore during the riot. chansley celebrated the news of his pardon with an expletive on the social platform x, œnow i am gonna buy some mother ... guns!!! former metropolitan police officer michael fanone, who lost consciousness and suffered a heart attack after a rioter shocked him with a stun gun, said he tried and failed this week to obtain a protective order against those who assaulted him and have been let out of prison. the problem is that he couldnt determine where his assailants live now, information trumps department of justice would have given him if the agency still considered him a victim. because of the pardons, he and his family are left to fend for themselves. œwe have no recourse, he said, œoutside of buying a gun. barb mcquade, a former u.s. attorney in michigan who has written critically of trumps messaging, said she worries the pardons of even violent offenders send a signal that œpolitical violence is acceptable when its committed in service of the leader. many of the pardoned rioters and others who organized events around jan. 6 responded to the news with devotion to trump. œi would storm the capitol again for donald trump, stop the steal organizer ali alexander, who helped organize rallies before the attack but was not charged with any crimes, said in a telegram livestream the day after the pardons were announced. œi would start a militia for donald trump. i dare say id i would die for donald trump, obviously. tarrio called trump œthe best president, i think, since george washington. œi love you, i love elon musk, and i love president donald trump and im happy that all of us are going to be working together to make america great again, tarrio said during his interview with jones, the conspiracy theorist who lost a defamation lawsuit for spreading lies about the 2012 sandy hook school massacre that killed 20 first-graders and six educators. tarrio wasnt in washington when members of the proud boys joined the riot, having followed a judges order to leave the city after being arrested on charges that he defaced a black lives matter banner during an earlier rally. during his sentencing, he called jan. 6 a œnational embarrassment, apologizing to police officers and lawmakers and insisting he was done with politics. stewart rhodes, the founder of the far-right oath keepers militia who was found guilty of orchestrating a weekslong plot that culminated in his followers attacking the capitol, told reporters outside the district of columbia jail on tuesday that jan. 6 should be remembered as œpatriots day. œim only guilty of opposing those who are destroying the country, said rhodes, whose 18-year sentence on seditious conspiracy charges was commuted by trump. œwe stood up for our country because we knew the election was stolen. biden did not get 81 million votes. the results of the 2020 election were affirmed by reviews, recounts and audits in all six of the battleground states where trump disputed his loss. that included, arizona and georgia, which at the time had republican governors and secretaries of state. trumps own attorney general said there was no evidence of widespread fraud, and an associated press review in the six states revealed there far too few cases of potential fraud to have any impact on the outcome. rhodes visited capitol hill on wednesday to advocate for the release of another defendant. rep. jamie raskin, a maryland democrat who was on the house committee that investigated the attack, questioned whether he and other defendants had been reformed by their shortened sentences. œthese people are definitely not innocent, and they havent suffered any procedural unfairness, he said. œso, the question is, are they contrite? are they repentant? are they reformed or do they still pose a threat to police officers and to government in different parts of the country? rhodes maintained wednesday that he came to washington to protest the election results in 2021, but didnt œlead anything on jan. 6 and does not bear responsibility for the riot. he did not enter the building that day and said other members of the oath keepers who did made a œstupid decision, but werent criminals. larry rosenthal, chair of the uc berkeley center for right-wing studies, said one marker of fascism throughout history has been the marriage of private militias with a political party. in fascist italy, he said, such groups worked on behalf of the party in power to punish political enemies who wouldnt fall in line. rosenthal said that in light of trumps pardons, militia groups already active at the u.s. southern border would likely seek the trump administrations approval when his sweeping immigration enforcement plan gets underway. the question, he said, is whether trumps administration will bring them into the fold. asked tuesday if there was room for the proud boys and oath keepers in his movement, trump said, œwell, we have to see. theyve been given a pardon. i thought their sentences were ridiculous and excessive. swenson reported from new york. the associated press¯receives support from several private foundations to enhance its explanatory coverage of elections and democracy. see more about aps democracy initiative here. the ap is solely responsible for all content.",1
"columbus, ohio (ap)  former state sen. niraj antani, a self-described œpro-trump conservative warrior who proposed unsuccessful bills banning ballot drop boxes and requiring citizenship checks for voters, has launched a bid to be ohios next elections chief. antani, 33, of miamisburg in the dayton area, is vying to succeed republican secretary of state frank larose, who faces a term limit next year. antani will almost certainly face primary competition, with state sen. theresa gavarone also exploring a bid. antani said in a statement that his familys roots under british rule in india have helped him appreciate living in a country with the right to vote. œthey didnt have the right to vote, he said. œas someone born in america, i uniquely understand we must cherish that we were born free people, born with the right to vote. this is a sacred institution  our vote must be protected, safeguarded, secured. antani was first elected to the ohio house in 2014, the first indian-american and hindu to serve in the chamber. he served six years there and a single four-year term in the ohio senate. he opted not to seek re-election after his district was redrawn to favor democrats. he ran instead for southern ohios 2nd congressional district, finishing 10th of 11 primary candidates, with 1.7% of the vote, to republican and now-u.s. rep. dave taylor. antani described standing œwith a steel-spine against politicians of both parties while he was in the legislature, including voting for every iteration of the states ban on most abortions once fetal cardiac activity is detected and co-sponsored legislation that would have established that life begins at conception. he also supported defunding cities that declared sanctuary status to protect undocumented immigrants.  antani served as a delegate for president donald trump at the 2024 republican national convention. dr. bryan hambley, an oncologist from warren county, northeast of cincinnati, is running on the democratic side. in a jan. 2 campaign announcement on his facebook page, hambley highlighted the roles of ohios secretary of state in approving ballot language and redrawing political maps as in need of change. œits time to fix our broken democracy, and that begins with fair districts, accountable representatives, and a secretary of state who will use the office to expand voter engagement, not suppress it through bad ballot language, he wrote.",1
"anchorage, alaska (ap)  president warren g. harding drove a golden spike into the final coupling of the alaska railroad more than a century ago, a ceremonial act that marked the launch of a system to easily bring coal and other natural resources out of the wilderness. harding would die of a massive heart attack just a few days later, on his way back to washington, d.c. the spike he pounded with such fanfare  weighing nearly a pound and valued at up to $50,000  has been in private hands outside of the state ever since. now, two alaska institutions want to bring that piece of history home. the anchorage museum, with financial backing from the alaska railroad, will bid on the 14-karat solid gold spike when it goes up for auction friday in new york as part of the christies important americana collection, said aaron leggett, the museums senior curator of alaska history and indigenous cultures. œthe whole history of our state and really the whole history of this town begins with the alaska railroad, leggett said of alaska and its biggest city, anchorage. the 5 1/2-inch (14-centimeter) spike is being offered by an unidentified california resident who has owned it since 1983. the alaska railroad, originally constructed, owned and operated by the federal government, was sold to the state for $22 million in 1985. the railroad was built to open what was then the alaska territory to development. it connected seward, a pacific ocean port city on the south-central coast, to fairbanks, 470 miles (756 kilometers) away in interior alaska.  the construction project lasted from 1914 to 1923. laying tracks across the untamed alaska wilderness had a œtransformational impact on the last century of alaskas history, said meghan clemens, the railroads director of external affairs. alaska would not become a state until 1959. even today, there are few highways in the nations largest state; one of the busiest is along the same passenger and freight rail corridor from seward to fairbanks. about 75% of alaskas 740,000 residents also live along that stretch, called the rail belt, which clemens said is a testament to how instrumental the railroad has been to the economic development and growth of alaska. œanchorage, as we know it today, would not exist were it not for the fact that the alaska railroad selected anchorage as the headquarters, leggett said. the logical choice would have been seward, but the government instead chose a muddy site along ship creek in what is now downtown anchorage. u.s. army col. frederick mears worked as an engineer on the construction of the panama canal. his work there caught the eye of president woodrow wilson, who had plans for a new railroad for the alaska territory. in his 1913 state of the union address, wilson touted the railroad as key to providing access to alaskas coal and other minerals. with the project nearly complete, the army sent mears to seattle in march 1923, four months before hardings visit. before mears left, the city of anchorage presented him with the golden spike in appreciation of his work. he sent the spike back from seattle for the harding event in nenana, a community in interior alaska. harding was the first president to visit alaska. during the ceremonial launch of the railroad on july 15, 1923, harding lightly tapped the golden spike twice with a maul, a hammer now behind glass at the railroad headquarters, before driving a regular spike. shortly after, the golden spike was returned to mears, and harding began the long trip back to washington. he suffered a fatal heart attack and died in san francisco on aug. 2, 1923. since then, the spike has remained out of the public eye, except for a brief display during the 1967 centennial of the u.s. purchase of alaska from russia. its in perfect condition, and shows little evidence of where it was tapped, said christopher june, a junior specialist at christies who grew up in anchorage and remembers field trips on the alaska railroad as a child. œi think it definitely has a lot of interest and importance to the state, june said. œi would not be surprised at all if the eventual buyer was alaskan.",1
